organisation,total_commits,total_pull_requests,contributors_count,contributors,repositories_count,repositories,first_contribution,last_contribution
kitconcept,1438,530,13,"Tishasoumya-02, danalvrz, davisagli, ericof, fredvd, iFlameing, iRohitSingh, jackahl, jnptk, robgietema, sneridagh, steffenri, tisto",43,"2024.ploneconf.org, Products.CMFEditions, Products.CMFPlone, blocks-conversion-tool, buildout.coredev, cookiecutter-zope-instance, cookieplone, cookieplone-templates, demo.plone.org, documentation, meta, mr.roboto, pastanaga-icons, plone-backend, plone-frontend, plone-zeo, plone.api, plone.app.caching, plone.app.contentlisting, plone.app.contenttypes, plone.app.event, plone.app.layout, plone.app.multilingual, plone.app.relationfield, plone.app.robotframework, plone.app.users, plone.classicui, plone.de, plone.dexterity, plone.distribution, plone.exportimport, plone.namedfile, plone.org, plone.resource, plone.restapi, plone.scale, plone.theme, plone.volto, plonectl, quanta-icons, setup-plone, training, volto",2024-01-07,2024-12-15
py76,1332,157,1,mauritsvanrees,97,"Installers-UnifiedInstaller, Plone, Products.CMFDiffTool, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, Products.isurlinportal, Products.validation, buildout.coredev, collective.monkeypatcher, cookiecutter-zope-instance, cookieplone-templates, demo.plone.org, diazo, documentation, jenkins.plone.org, meta, mr.roboto, plone-backend, plone.alterego, plone.api, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.autoform, plone.base, plone.behavior, plone.classicui, plone.dexterity, plone.distribution, plone.event, plone.exportimport, plone.folder, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.rest, plone.restapi, plone.rfc822, plone.scale, plone.schemaeditor, plone.stringinterp, plone.subrequest, plone.supermodel, plone.testing, plone.theme, plone.transformchain, plone.uuid, plone.versioncheck, plone.volto, plonetheme.barceloneta, setup-plone, volto",2024-01-07,2024-12-15
stevepiercy,826,312,1,stevepiercy,22,"Products.CMFPlone, buildout.coredev, cookieplone, cookieplone-templates, demo.plone.org, documentation, helm-charts, meta, mockup, mr.roboto, plone-sphinx-theme, plone-vs-snippets, plone.api, plone.app.theming, plone.base, plone.distribution, plone.org, plone.recipe.zope2instance, plone.restapi, plone.volto, training, volto",2024-01-07,2024-12-29
kombinat,641,145,1,petschki,28,"Products.CMFPlone, Products.PortalTransforms, buildout.coredev, collective.monkeypatcher, documentation, jenkins.plone.org, mockup, plone.app.content, plone.app.contentmenu, plone.app.event, plone.app.mosaic, plone.app.multilingual, plone.app.relationfield, plone.app.standardtiles, plone.app.tiles, plone.app.upgrade, plone.app.z3cform, plone.base, plone.keyring, plone.portlet.static, plone.protect, plone.recipe.zope2instance, plone.schemaeditor, plone.staticresources, plone.testing, plone.theme, plone.versioncheck, plonetheme.barceloneta",2024-01-07,2024-12-22
freitag,319,78,1,gforcada,73,"Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.PortalTransforms, Products.isurlinportal, borg.localrole, buildout.coredev, documentation, five.intid, jenkins.plone.org, meta, mr.roboto, plone.alterego, plone.api, plone.app.caching, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.uuid, plone.app.versioningbehavior, plone.app.workflow, plone.app.z3cform, plone.autoform, plone.base, plone.batching, plone.behavior, plone.dexterity, plone.distribution, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.jenkins_node, plone.keyring, plone.locking, plone.memoize, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.zeoserver, plone.registry, plone.resource, plone.rfc822, plone.scale, plone.session, plone.stringinterp, plone.supermodel, plone.transformchain, plone.uuid",2024-01-07,2024-12-22
kleinundpartner,225,38,1,jensens,23,"Products.CMFDiffTool, Products.CMFPlacefulWorkflow, Products.CMFPlone, buildout.coredev, cookiecutter-zope-instance, cookieplone-templates, documentation, helm-charts, plone-backend, plone.app.content, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.redirector, plone.app.z3cform, plone.base, plone.classicui, plone.restapi, volto",2024-01-21,2024-11-24
university-hospital-dresden,150,41,1,1letter,17,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, documentation, meta, mockup, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.multilingual, plone.app.upgrade, plone.app.widgets, plone.base, plone.schemaeditor",2024-03-31,2024-12-15
eau-de-web,116,59,7,"ana-oprea, avoinea, claudiaifrim, dobri1408, ichim-david, nileshgulia1, tiberiuichim",6,"documentation, plone.docker, plone.namedfile, plone.restapi, training, volto",2024-01-07,2024-12-15
codesyntax,100,51,2,"erral, libargutxi",19,"Products.validation, bobtemplates.plone, buildout.coredev, cookieplone, cookieplone-templates, documentation, jenkins.plone.org, mockup, plone-backend, plone-vs-snippets, plone.app.caching, plone.app.event, plone.app.multilingual, plone.app.users, plone.distribution, plone.formwidget.recaptcha, plone.restapi, training, volto",2024-01-07,2024-12-29
Independent,93,221,98,"07tAnYa, Abhishek-17h, Adityaadpandey, Akshat2Jain, AndreasJonsson, Ankuristic, AnshulKahar2729, BhavishyaSahay, CoyoteClear340, Faakhir30, Fosten, FreakForever, FritzHoing, Harshit-7373, Hrittik20, KUNDAN1334, Keval404, KshitizRana, Lakshay1509, MAX-786, Manancode, Manas-Kenge, MohammadBinAftab, Molochem, MostafaMagdyy, MuktiMishra, OmkarMishr, Prince0906, Pulkitxm, Raghvendra9402, Raman-Luhach, Ravi-kumar9347, Rico29, Rishith-S, Sakoes, SaraBianchi, SarthakPaandey, TechSubham, ThibautBorn, Vivek-04022001, VrajRP2004, aadityaforwork, abhay-dev2901, agan-k, alihamza1221, aliomarmohamed, aniket7r, animus888, antedotee, aryan7081, askadityapandey, cihanandac, codic-yeeshu, deepanshu202002, deodorhunter, devdanzin, dhruvgupta0503, duchenean, erikriver, ewohnlich, fabiorauber, fdiary, ghnire, iamAyushChamoli, justdaksh, kHAPPY2004, kanhaiya04, kreafox, krissik, kushfs, maethu, miropaananen, muditchoudhary, ndmaratha, ninanoleto, operramon, ravjot07, razvanMiu, rber474, retr0717, rnunez80, rstefko, sabrina-bongiovanni, samriddhi99, sans-byte, sauzher, shiven16, singhcoder694, tedw87, tjprescott, vanshdeepsingh-coder, vermavaishnav70, victorchrollo14, vikashsprem, vipulgupta28, viveak910, xiru, yashmangal112",23,"Products.CMFPlone, Products.MimetypesRegistry, buildout.coredev, cookieplone, cookieplone-templates, documentation, helm-charts, mockup, pastanaga-angular, plone.api, plone.app.event, plone.app.multilingual, plone.app.querystring, plone.app.users, plone.base, plone.de, plone.org, plone.protect, plone.recipe.zope2instance, plone.restapi, plone.staticresources, training, volto",2024-01-07,2024-12-15
redturtle,91,81,7,"Wagner3UB, cekk, folix-01, giuliaghisini, mamico, pnicolli, yurj",20,"Products.CMFPlone, blocks-conversion-tool, bobtemplates.plone, buildout.coredev, cookieplone-templates, documentation, plone-frontend, plone.app.caching, plone.app.contenttypes, plone.app.event, plone.app.multilingual, plone.app.users, plone.distribution, plone.event, plone.namedfile, plone.org, plone.rest, plone.restapi, plonetheme.barceloneta, volto",2024-01-28,2024-12-29
serpro,87,61,1,wesleybl,14,"Products.CMFEditions, Products.CMFPlone, buildout.coredev, code-quality, meta, plone.app.discussion, plone.app.iterate, plone.app.robotframework, plone.app.versioningbehavior, plone.rest, plone.restapi, plone.scale, plone.volto, volto",2024-01-07,2024-12-15
derico,82,12,1,MrTango,15,"Products.CMFPlone, bobtemplates.plone, buildout.coredev, classic-ui-team, documentation, mockup, plone-vs-snippets, plone.app.contenttypes, plone.app.layout, plone.app.z3cform, plone.classicui, plone.pdfexport, plone.typesense, plonecli, volto",2024-01-14,2024-11-17
syslab,82,41,4,"ale-rt, reinhardt, svx, thet",26,"Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, buildout.coredev, cookieplone-templates, documentation, meta, mockup, plone.api, plone.app.caching, plone.app.content, plone.app.contenttypes, plone.app.debugtoolbar, plone.app.event, plone.app.layout, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.z3cform, plone.dexterity, plone.distribution, plone.event, plone.formwidget.namedfile, plone.namedfile, plone.protect, plonetheme.barceloneta",2024-01-14,2024-12-15
starzel,67,30,2,"Gomez, pbauer",16,"Plone, Products.CMFDiffTool, Products.CMFPlone, buildout.coredev, demo.plone.org, documentation, plone-backend, plone.api, plone.app.iterate, plone.app.standardtiles, plone.distribution, plone.exportimport, plone.reload, plone.restapi, plone.volto, volto",2024-01-07,2024-12-15
rohberg,62,26,1,ksuess,11,"buildout.coredev, cookieplone-templates, demo.plone.org, documentation, plone.app.discussion, plone.app.z3cform, plone.exportimport, plone.formwidget.hcaptcha, plone.volto, training, volto",2024-02-25,2024-12-22
iskra,48,10,2,"nilbacardit26, rboixaderg",2,"guillotina, guillotina_elasticsearch",2024-01-14,2024-10-20
tkimnguyen,45,11,1,tkimnguyen,3,"2024.ploneconf.org, documentation, training",2024-12-01,2024-12-29
nuclia,43,39,3,"bloodbare, ebrehault, mpellerin42",3,"guillotina, pastanaga-angular, volto",2024-01-21,2024-11-03
rohnsha0,32,6,1,rohnsha0,4,"Products.CMFPlone, buildout.coredev, plone.app.contentmenu, plone.app.vocabularies",2024-06-09,2024-10-13
zest,27,3,1,jladage,3,"plone.app.layout, plone.app.upgrade, plone.base",2024-03-24,2024-03-31
pretaweb,18,15,3,"JeffersonBledsoe, djay, instification",5,"helm-charts, plone.app.querystring, plone.namedfile, plone.restapi, volto",2024-03-03,2024-12-01
abstract,12,11,2,"gianniftp, szakitibi",9,"Products.CMFPlone, documentation, plone.app.contentmenu, plone.app.layout, plone.app.multilingual, plone.app.registry, plone.batching, plone.staticresources, volto",2024-02-04,2024-05-19
imio,10,4,2,"bsuttor, gotcha",5,"buildout.coredev, code-quality, plone.app.themingplugins, plone.recipe.zope2instance, plone.testing",2024-06-16,2024-10-20
academy-of-fine-arts-vienna,9,2,1,gogobd,4,"buildout.coredev, cookiecutter-zope-instance, plone.api, plone.app.multilingual",2024-01-21,2024-02-18
nelen-schuurmans,8,2,1,reinout,1,meta,2024-01-28,2024-02-04
university-tu-dresden,7,3,1,pgrunewald,1,plone.app.linkintegrity,2024-04-07,2024-05-12
macagua,7,1,1,macagua,1,plone.app.debugtoolbar,2024-02-18,2024-02-18
cosent,4,2,1,gyst,2,"plone.app.event, plone.recipe.zope2instance",2024-04-14,2024-05-05
fhnw,3,5,2,"adrianschulz, tomschall",3,"cookieplone-templates, plone.de, volto",2024-04-21,2024-07-21
frapell,2,2,1,frapell,2,"Products.CMFPlone, buildout.coredev",2024-03-03,2024-03-03
tschorr,2,1,1,tschorr,1,helm-charts,2024-04-14,2024-04-21
affinitic,2,1,1,laulaz,2,"mockup, plone.formwidget.autocomplete",2024-05-05,2024-10-06
polyester,1,1,1,polyester,2,"documentation, training",2024-11-24,2024-11-24
ku-leuven,1,0,1,spereverde,1,plone.app.iterate,2024-02-18,2024-02-18
dbain,0,1,1,pigeonflight,1,volto,,
